Currency,Price,Boat Type,Manufacturer,Type,Year Built,Material,Location,Number of views last 7 days,Country
EUR ,19900,Cabin Boat,Fjord power boats,"Used boat,Diesel",1984,GRP,Germany » Flensburger Förde » Flensburg,280,Germany
EUR ,19900,Sport Boat,Boesch power boats,"Used boat,Unleaded",1970,Wood,Germany » Baden-Württemberg » 74076,206,Germany
EUR ,19900,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,GRP,Germany » Niedersachsen » 31226,159,Germany
EUR ,19900,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,Steel,Belgium » Gent ,157,Belgium
EUR ,20499,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,GRP,Germany » Kieler Bucht mit Fehmarn » Kiel,153,Germany
EUR ,20490,Sport Boat,Sting power boats,new boat from stock,2018,GRP,Germany » Nordrhein-Westfalen » Grevenbroich,115,Germany
CHF ,22110,Center console boat,Sting power boats,new boat from stock,2020,GRP,Switzerland » Vierwaldstättersee » Stansstad,118,Switzerland
CHF ,22000,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,GRP,Switzerland » Bielersee,537,Switzerland
CHF ,22000,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,GRP,Switzerland » Luganersee » Barbengo ,176,Switzerland
CHF ,22000,Bowrider,Cranchi power boats,Used boat,1993,GRP,Switzerland » Luganersee » Riva san Vitale,415,Switzerland
CHF ,22000,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,GRP,Switzerland » Bielersee » La Neuveville/BE,593,Switzerland
CHF ,22000,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,GRP,Switzerland » Rhein » Basel,527,Switzerland
CHF ,22000,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,GRP,Switzerland » Bielersee » Worben,265,Switzerland
CHF ,22000,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,GRP,Switzerland » Vierwaldstättersee » Alpnachstad ,466,Switzerland
EUR ,21396,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,GRP,Germany » Bönningstedt / Werft,73,Germany
CHF ,23000,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,GRP,Switzerland » Walensee » Unterterzen ,394,Switzerland
CHF ,23000,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,GRP,Switzerland » Lake Geneva » Lausanne,863,Switzerland
CHF ,23000,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,GRP,Switzerland » Vierwaldstättersee » Alpnachstad ,235,Switzerland
CHF ,22900,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,Hypalon,Switzerland » Bouveret,135,Switzerland
CHF ,22900,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,GRP,Switzerland » Vierwaldstättersee » Horw,457,Switzerland
EUR ,21090,Sport Boat,Yamarin power boats,new boat from stock,2019,GRP,Germany » auf Anfrage,135,Germany
EUR ,21000,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,GRP,Italy » Toscana » Toscana,49,Italy
EUR ,21000,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,GRP,"Italy » Lombardy, Soiano del Lago",97,Italy
EUR ,21000,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,GRP,Italy » Lombardia - Trentino Alto Adige » Lago Di Garda,241,Italy
EUR ,21000,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,PVC,"France » La Seyne-sur-Mer, France",190,France
EUR ,21000,Cabin Boat,Kelt power boats,Used boat,1992,GRP,Netherlands » In verkoophaven,146,Netherlands
EUR ,22000,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,GRP,Germany » HANN. MÜNDEN,141,Germany
EUR ,22000,Flybridge,Riva power boats,"Used boat,Diesel",1978,GRP,Italy » Liguria » Savona ,352,Italy
EUR ,22000,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,GRP,Germany » Schwerin,190,Germany
EUR ,22000,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,GRP,Italy » Toscana » Toscana,111,Italy
EUR ,22000,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,GRP,Italy » Lombardia,100,Italy
EUR ,22000,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,GRP,Germany » Konstanz,373,Germany
EUR ,22880,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,GRP,Germany » Niedersachsen » Hannover,86,Germany
EUR ,22850,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,GRP,Germany » MÜhlhausen - Ehingen,140,Germany
EUR ,22800,Deck Boat,Yamarin power boats,new boat from stock,2020,Aluminium,Germany » Nordrhein-Westfalen » auf Anfrage,114,Germany
EUR ,22772,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,Aluminium,"Portugal » Parchal, Portugal",87,Portugal
EUR ,22765,Pilothouse,Jeanneau power boats,new boat on order,2020,GRP,Germany » Bönningstedt,49,Germany
EUR ,22700,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,PVC,"France » PORT OLONA, LA GRANDE MOTTE",110,France
EUR ,22680,Motor Yacht,Master power boats,new boat on order,2020,GRP,France,142,France
CHF ,24500,Offshore Boat,Baja power boats,"Used boat,Unleaded",1988,GRP,Switzerland » Lake Geneva » Lonay,422,Switzerland
CHF ,24500,Classic,Chris Craft power boats,"Used boat,Unleaded",1976,GRP,Switzerland » Rhein » Werft Pratteln ,417,Switzerland
CHF ,24500,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,"Used boat,Unleaded",2015,GRP,Switzerland » Neuenburgersee » Gletterns ,867,Switzerland
EUR ,22520,Deck Boat,Yamarin power boats,new boat from stock,2020,GRP,Germany » auf Anfrage,107,Germany
EUR ,23640,Bowrider,Nordkapp power boats,new boat from stock,2017,GRP,Germany » Grevenbroich,109,Germany
CHF ,25500,Sport Boat,Regal power boats,"Used boat,Unleaded",2001,GRP,Switzerland » Lake of Zurich » Pfäffikon,483,Switzerland
EUR ,23530,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Baden-Württemberg » Allensbach am Bodensee,84,Germany
EUR ,23500,Trawler,Cascaruda power boats,Diesel,1982,Steel,Germany » Potsdam,164,Germany
CHF ,25000,Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,GRP,Switzerland » Neuenburgersee » Cheyres,507,Switzerland
CHF ,25000,Sport Boat,Windy power boats,"Used boat,Unleaded",1997,GRP,Switzerland » Altendorf,771,Switzerland
CHF ,25000,Sport Boat,Wellcraft power boats,Used boat,1992,GRP,Switzerland » Lake of Zurich » Schindellegi,420,Switzerland
CHF ,25000,Classic,Schneiter power boats,Used boat,1965,Wood,Switzerland » Thunersee » 3613,284,Switzerland
CHF ,25000,Fishing Boat,The Captains power boats,new boat on order,2020,GRP,Switzerland » Lake Constance » Romanshorn,888,Switzerland
EUR ,23290,Deck Boat,AMT power boats,new boat from stock,2019,GRP,Germany » auf Anfrage,84,Germany
CHF ,24900,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,GRP,Switzerland » Murtensee » Faoug ,273,Switzerland
CHF ,25990,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,GRP,Switzerland » Lago Maggiore » Vira ,485,Switzerland
CHF ,26000,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,GRP,Switzerland » Neuenburgersee » Estavayer-le-Lac,607,Switzerland
CHF ,26000,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,GRP,Switzerland » Luganersee » Caslano,187,Switzerland
CHF ,25950,Fishing Boat,ERC power boats,new boat from stock,2020,GRP,Switzerland » Lago Maggiore » Quartino ,198,Switzerland
EUR ,24000,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,PVC,"France » PORNICHET, PORNICHET",99,France
EUR ,24000,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,GRP,Germany » INFO DD-YACHTING ?-STERREICH,90,Germany
EUR ,24000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",1989,PVC,France,104,France
EUR ,24000,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,PVC,"France » COGOLIN, Les Marines de Cogolin",87,France
EUR ,24000,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,Wood,Italy » Lago Maggiore » VERBANIA ,143,Italy
EUR ,24000,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,GRP,Italy » Lazio » ROMA,87,Italy
EUR ,24900,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,Wood,Germany » Werder (Havel),199,Germany
EUR ,24900,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,GRP,Germany » Koblenz Nähe ,84,Germany
EUR ,24900,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,GRP,Germany » Hamburg » Siek bei Hamburg,138,Germany
EUR ,24900,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,GRP,Italy » Dormelletto ,110,Italy
EUR ,24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,GRP,Italy » Dormelletto ,69,Italy
EUR ,24900,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,GRP,Spain » Mallorca » Palma de Mallorca,93,Spain
EUR ,24900,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,GRP,Germany » Baden-Württemberg » Konstanz-Dettingen,260,Germany
EUR ,24900,Motor Yacht,Bella power boats,Used boat,2008,GRP,Croatia (Hrvatska) » In verkoophaven,119,Croatia (Hrvatska)
EUR ,24900,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,GRP,Italy » Toscana » grosseto ,605,Italy
EUR ,24900,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,GRP,Germany » LAMPERTHEIM,100,Germany
EUR ,24900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,PVC,"France » Pornic, France",161,France
EUR ,24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Locarno ,48,Switzerland
EUR ,25000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,GRP,Italy » Mar Tirreno,100,Italy
EUR ,25000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,PVC,"France » LA FORET FOUESNANT, France",103,France
EUR ,25000,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,PVC,"Portugal » Parchal, Portugal",287,Portugal
EUR ,25000,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,GRP,Italy » Lazio » ROMA,169,Italy
EUR ,25000,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,GRP,"Italy » Lombardy, Soiano del Lago",181,Italy
EUR ,25000,Sport Boat,Saver power boats,Used boat,2001,GRP,Italy » Toscana » toscana,94,Italy
EUR ,25000,Sport Boat,Bayliner power boats,Used boat,1991,GRP,Slovenia,197,Slovenia
EUR ,25000,Cabin Boat,Scand power boats,Used boat,1983,GRP,Netherlands » onbekend,160,Netherlands
EUR ,25000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,GRP,Italy » Liguria » Moniga del Garda (BS),271,Italy
EUR ,25000,Launch,Campion power boats,"Used boat,Unleaded",2001,GRP,Spain » Alicante,170,Spain
EUR ,25000,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,GRP,Italy » Mar Ligure,231,Italy
CHF ,28000,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,Plastic,Switzerland » Lake of Zurich » Zürichsee/Obersee ,1136,Switzerland
EUR ,25900,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,GRP,Germany » Nordrhein-Westfalen » Grevenbroich,278,Germany
EUR ,25900,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,GRP,Slovenia » Ljubljana,195,Slovenia
EUR ,25900,Center console boat,Bayliner power boats,"new boat from stock,Unleaded",2018,PVC,"France » Rixheim, France",80,France
EUR ,25900,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,GRP,Germany » ?-STERREICH INFO DD-YACHTING,140,Germany
EUR ,25900,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,GRP,Germany » Baden-Württemberg » Allensbach am Bodensee,321,Germany
EUR ,25900,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,PVC,"France » CAP D'AGDE, France",165,France
EUR ,25900,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,GRP,Germany » Flensburger Förde » Fahrensodde,187,Germany
EUR ,25900,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,GRP,Germany » Bayern » Regensburg,217,Germany
EUR ,26800,Pontoon Boat,Saver power boats,new boat from stock,2020,GRP,Italy » Friuli Venezia Giulia » Villa Vicentina,94,Italy
CHF ,28900,Pilothouse,Drago Boats power boats,"new boat from stock,Unleaded",2017,GRP,Switzerland » Bouveret,138,Switzerland
CHF ,28900,Center console boat,Morningstar power boats,"new boat from stock,Unleaded",2019,Aluminium,Switzerland » Vierwaldstättersee » Gersau,173,Switzerland
CHF ,28900,Water ski,Nautique power boats,"Used boat,Unleaded",1996,GRP,Switzerland » Vierwaldstättersee » Horw,205,Switzerland
CHF ,28900,Center console boat,Morningstar power boats,new boat from stock,2019,Aluminium,Switzerland » Vierwaldstättersee » Werft Vitznau,158,Switzerland
CHF ,28900,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,GRP,Switzerland » Lake Constance » Bodensee,654,Switzerland
EUR ,26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,GRP,Italy » Dormelletto ,97,Italy
EUR ,26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Zurigo ,137,Switzerland
EUR ,26620,Deck Boat,Sessa power boats,new boat from stock,2020,GRP,Italy » Toscana » Toscana,224,Italy
CHF ,28500,Bowrider,Clear power boats,"Used boat,Unleaded",2014,GRP,Switzerland » Uznach ,549,Switzerland
CHF ,28700,Bowrider,Bella power boats,Display Model,2018,GRP,Switzerland » Vierwaldstättersee » Horw,198,Switzerland
EUR ,26537,Center console boat,Jeanneau power boats,new boat from stock,2020,GRP,Germany » Bönningstedt,55,Germany
CHF ,29500,Fishing Boat,Linder power boats,"new boat from stock,Unleaded",2020,Aluminium,Switzerland » Bielersee » Werft Sutz- Lattrigen,191,Switzerland
CHF ,29500,Motor Yacht,Quicksilver power boats,"Used boat,Unleaded",2018,GRP,Rolle,304,Rolle
CHF ,29500,Cabin Boat,Carver power boats,"Used boat,Unleaded",1996,GRP,Switzerland » Lake Geneva » Aclens,276,Switzerland
CHF ,29500,Motor Yacht,Windy power boats,"Used boat,Unleaded",1989,GRP,Switzerland » Vierwaldstättersee » Alpnachstad ,457,Switzerland
CHF ,29500,Hardtop,Bella power boats,"Used boat,Diesel",2002,Plastic,Switzerland » Lake of Zurich » Bäch ,973,Switzerland
EUR ,27120,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,GRP,Germany » Baden-Württemberg » Allensbach am Bodensee,56,Germany
CHF ,29200,Fishing Boat,Smartliner power boats,new boat from stock,2020,GRP,Switzerland » Lake Geneva » Romanel sur Morges,228,Switzerland
EUR ,27000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,GRP,Germany » ?-STERREICH INFO DD-YACHTING,128,Germany
EUR ,27000,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1992,GRP,Italy » Toscana » Toscana,120,Italy
EUR ,27900,Working Boat,Viking power boats,new boat from stock,2020,Aluminium,Germany » Erftstadt,227,Germany
EUR ,27900,Sport Boat,Sting power boats,new boat from stock,2016,GRP,Germany » Grevenbroich,111,Germany
EUR ,27900,Pilothouse,Marinello power boats,new boat from stock,2018,GRP,Germany » Stadtprozelten,308,Germany
EUR ,27900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,GRP,Italy » Dormelletto ,41,Italy
EUR ,27900,Motor Yacht,Doral power boats,"Used boat,Unleaded",1991,GRP,Netherlands » Raum Sneek,131,Netherlands
EUR ,27900,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,GRP,Germany » Nordrhein-Westfalen » Grevenbroich,377,Germany
EUR ,27900,Cabin Boat,Bella power boats,"Used boat,Diesel",2007,GRP,Germany » Niedersachsen » Ostfriesland / Nordwest,294,Germany
CHF ,29900,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1983,Wood,Switzerland » Lake Constance » Staad SG,511,Switzerland
CHF ,29900,Offshore Boat,Seebold power boats,"Used boat,Unleaded",1992,GRP,Switzerland » Faoug ,359,Switzerland
CHF ,31000,Sport Boat,Nidelv power boats,"Used boat,Diesel",2001,GRP,Switzerland » Lake Geneva » Lausanne,385,Switzerland
EUR ,28546,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,PVC,"France » La Rochelle, France",27,France
EUR ,28500,Working Boat,Viking power boats,new boat from stock,2020,Aluminium,Germany » Erftstadt,252,Germany
EUR ,28500,Sport Boat,Bayliner power boats,"Used boat,Diesel",1997,GRP,Croatia (Hrvatska),169,Croatia (Hrvatska)
EUR ,28500,Sport Boat,ManÃ² power boats,"Used boat,Unleaded",2005,GRP,Italy » Venezia,81,Italy
EUR ,28500,Deck Boat,Marinello power boats,"Used boat,Unleaded",2012,GRP,Germany » Stadtprozelten ,93,Germany
EUR ,28500,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1992,GRP,Croatia (Hrvatska) » Istra,143,Croatia (Hrvatska)
EUR ,28500,Cabin Boat,Maxum power boats,"Used boat,Unleaded",1993,GRP,baden baden,286,baden baden
EUR ,28500,Motor Yacht,Larson power boats,"Used boat,Unleaded",1998,GRP,Germany » Müritz » Rechlin ,241,Germany
EUR ,29000,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,GRP,Italy » Friuli Venezia Giulia » Marina Lepanto - Monfalcone GO,161,Italy
EUR ,29000,Pontoon Boat,Seaswirl power boats,"Used boat,Diesel",2010,GRP,Italy » Friuli Venezia Giulia » Marina Lepanto - Monfalcone GO,194,Italy
EUR ,29000,Cabin Boat,Bella power boats,"Used boat,Diesel",2005,GRP,Netherlands » Uitgeest,196,Netherlands
EUR ,29000,Motor Yacht,Princess power boats,"Used boat,Diesel",1979,GRP,Croatia (Hrvatska),314,Croatia (Hrvatska)
EUR ,29000,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2001,GRP,"Italy » Lombardy, Soiano del Lago",119,Italy
EUR ,29000,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1993,GRP,Italy » Mar Tirreno,205,Italy
EUR ,29000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2000,GRP,"Italy » Lombardy, Como",64,Italy
EUR ,29000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1990,GRP,Italy » Veneto » Veneto,233,Italy
EUR ,29000,Pilothouse,Polar Boats power boats,"Used boat,Diesel",1987,GRP,Germany » Baden-Württemberg » Überlingen,199,Germany
EUR ,29000,Pilothouse,Faeton power boats,"Used boat,Unleaded",2000,PVC,"Spain » Mallorca » PALMA DE MALLORCA, Espagne",87,Spain
EUR ,29000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2009,PVC,"Belgium » Nieuwpoort, Belgique",393,Belgium
EUR ,29900,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",1992,PVC,"France » MARSEILLE, France",100,France
EUR ,29900,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,GRP,Donau,851,Donau
EUR ,29900,Cabin Boat,Skarpnes power boats,Used boat,1984,GRP,Netherlands » In verkoophaven,94,Netherlands
EUR ,29900,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,GRP,Germany » Ostsee » Schleswig-Holstein / Ostsee,90,Germany
EUR ,29800,Sport Boat,Saver power boats,"Display Model,Unleaded",2019,GRP,Germany » Gersthofen,87,Germany
EUR ,29800,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2018,PVC,"France » Marseille, France",46,France
EUR ,29800,Sport Boat,Nidelv power boats,"Used boat,Unleaded",2005,GRP,Germany » Hamburg » HAmburg-Finkenwerder ,622,Germany
EUR ,29650,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,GRP,Germany » Baden-Württemberg » Allensbach am Bodensee,102,Germany
CHF ,32000,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2018,GRP,Switzerland » Vierwaldstättersee » Alpnachstad ,288,Switzerland
DKK ,220000,Motor Yacht,Regal power boats,"Used boat,Unleaded",1999,GRP,Denmark » kolding,382,Denmark
EUR ,29500,Sport Boat,Rancraft power boats,"Used boat,Unleaded",2001,GRP,Belgium » North Sea,146,Belgium
EUR ,30000,Classic,Storebro power boats,"Used boat,Unleaded",1954,Wood,Germany » Bayern » Ammersee,87,Germany
EUR ,30000,Motor Yacht,Blumar power boats,"Used boat,Unleaded",2008,GRP,Italy,253,Italy
EUR ,30000,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,GRP,Germany » Lake Constance » Konstanz,677,Germany
EUR ,30000,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,GRP,Netherlands » Utrecht » Vinkeveen ,313,Netherlands
EUR ,30000,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,GRP,Germany » Müritz » Rechlin-Nord,324,Germany
EUR ,30000,Sport Boat,Arvor power boats,"Used boat,Diesel",2008,GRP,Croatia (Hrvatska) » Istra,87,Croatia (Hrvatska)
